,brand,model,year,hour,horizon,vertical,file_path,class
0,르노삼성,SM3,2013,실내(비),105,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H105_V30_(1).jpg,0
1,르노삼성,SM3,2013,실내(비),105,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H105_V45_(1).jpg,0
2,르노삼성,SM3,2013,실내(비),105,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H105_V60_(2).jpg,0
3,르노삼성,SM3,2013,실내(비),105,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H105_V0_(1).jpg,0
4,르노삼성,SM3,2013,실내(비),105,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H105_V15_(2).jpg,0
5,르노삼성,SM3,2013,실내(비),165,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H165_V45.jpg,0
6,르노삼성,SM3,2013,실내(비),165,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H165_V15.jpg,0
7,르노삼성,SM3,2013,실내(비),165,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H165_V30.jpg,0
8,르노삼성,SM3,2013,실내(비),165,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H165_V60.jpg,0
9,르노삼성,SM3,2013,실내(비),165,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H165_V0.jpg,0
10,르노삼성,SM3,2013,실내(비),120,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H120_V0.jpg,0
11,르노삼성,SM3,2013,실내(비),120,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H120_V45_(1).jpg,0
12,르노삼성,SM3,2013,실내(비),120,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H120_V60_(1).jpg,0
13,르노삼성,SM3,2013,실내(비),120,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H120_V30.jpg,0
14,르노삼성,SM3,2013,실내(비),120,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H120_V15_(1).jpg,0
15,르노삼성,SM3,2013,실내(비),135,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H135_V30.jpg,0
16,르노삼성,SM3,2013,실내(비),135,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H135_V45.jpg,0
17,르노삼성,SM3,2013,실내(비),135,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H135_V15.jpg,0
18,르노삼성,SM3,2013,실내(비),135,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H135_V60.jpg,0
19,르노삼성,SM3,2013,실내(비),135,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H135_V0.jpg,0
20,르노삼성,SM3,2013,실내(비),150,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H150_V45.jpg,0
21,르노삼성,SM3,2013,실내(비),150,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H150_V60.jpg,0
22,르노삼성,SM3,2013,실내(비),150,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H150_V15.jpg,0
23,르노삼성,SM3,2013,실내(비),150,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H150_V0.jpg,0
24,르노삼성,SM3,2013,실내(비),150,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H150_V30.jpg,0
25,르노삼성,SM3,2013,실내(비),210,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H210_V15.jpg,0
26,르노삼성,SM3,2013,실내(비),210,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H210_V45.jpg,0
27,르노삼성,SM3,2013,실내(비),210,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H210_V30.jpg,0
28,르노삼성,SM3,2013,실내(비),210,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H210_V0.jpg,0
29,르노삼성,SM3,2013,실내(비),210,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H210_V60.jpg,0
30,르노삼성,SM3,2013,실내(비),285,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H285_V30.jpg,0
31,르노삼성,SM3,2013,실내(비),285,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H285_V15.jpg,0
32,르노삼성,SM3,2013,실내(비),285,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H285_V0.jpg,0
33,르노삼성,SM3,2013,실내(비),285,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H285_V45.jpg,0
34,르노삼성,SM3,2013,실내(비),285,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H285_V60.jpg,0
35,르노삼성,SM3,2013,실내(비),345,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H345_V30.jpg,0
36,르노삼성,SM3,2013,실내(비),345,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H345_V15.jpg,0
37,르노삼성,SM3,2013,실내(비),345,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H345_V60.jpg,0
38,르노삼성,SM3,2013,실내(비),345,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H345_V0.jpg,0
39,르노삼성,SM3,2013,실내(비),345,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H345_V45.jpg,0
40,르노삼성,SM3,2013,실내(비),270,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H270_V45.jpg,0
41,르노삼성,SM3,2013,실내(비),270,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H270_V30.jpg,0
42,르노삼성,SM3,2013,실내(비),270,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H270_V15.jpg,0
43,르노삼성,SM3,2013,실내(비),270,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H270_V60.jpg,0
44,르노삼성,SM3,2013,실내(비),270,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H270_V0.jpg,0
45,르노삼성,SM3,2013,실내(비),240,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H240_V45.jpg,0
46,르노삼성,SM3,2013,실내(비),240,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H240_V15.jpg,0
47,르노삼성,SM3,2013,실내(비),240,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H240_V60.jpg,0
48,르노삼성,SM3,2013,실내(비),240,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H240_V0.jpg,0
49,르노삼성,SM3,2013,실내(비),240,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H240_V30.jpg,0
50,르노삼성,SM3,2013,실내(비),30,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H30_V15_(1).jpg,0
51,르노삼성,SM3,2013,실내(비),30,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H30_V0.jpg,0
52,르노삼성,SM3,2013,실내(비),30,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H30_V45_(1).jpg,0
53,르노삼성,SM3,2013,실내(비),30,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H30_V60_(1).jpg,0
54,르노삼성,SM3,2013,실내(비),30,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H30_V30.jpg,0
55,르노삼성,SM3,2013,실내(비),315,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H315_V0.jpg,0
56,르노삼성,SM3,2013,실내(비),315,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H315_V45.jpg,0
57,르노삼성,SM3,2013,실내(비),315,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H315_V30.jpg,0
58,르노삼성,SM3,2013,실내(비),315,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H315_V60.jpg,0
59,르노삼성,SM3,2013,실내(비),315,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H315_V15.jpg,0
60,르노삼성,SM3,2013,실내(비),330,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H330_V15.jpg,0
61,르노삼성,SM3,2013,실내(비),330,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H330_V45.jpg,0
62,르노삼성,SM3,2013,실내(비),330,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H330_V0.jpg,0
63,르노삼성,SM3,2013,실내(비),330,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H330_V30.jpg,0
64,르노삼성,SM3,2013,실내(비),330,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H330_V60.jpg,0
65,르노삼성,SM3,2013,실내(비),45,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H45_V15.jpg,0
66,르노삼성,SM3,2013,실내(비),45,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H45_V60.jpg,0
67,르노삼성,SM3,2013,실내(비),45,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H45_V45.jpg,0
68,르노삼성,SM3,2013,실내(비),45,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H45_V0.jpg,0
69,르노삼성,SM3,2013,실내(비),45,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H45_V30.jpg,0
70,르노삼성,SM3,2013,실내(비),255,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H255_V60.jpg,0
71,르노삼성,SM3,2013,실내(비),255,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H255_V15.jpg,0
72,르노삼성,SM3,2013,실내(비),255,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H255_V45_(1).jpg,0
73,르노삼성,SM3,2013,실내(비),255,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H255_V0.jpg,0
74,르노삼성,SM3,2013,실내(비),255,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H255_V30_(1).jpg,0
75,르노삼성,SM3,2013,실내(비),300,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H300_V30.jpg,0
76,르노삼성,SM3,2013,실내(비),300,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H300_V15.jpg,0
77,르노삼성,SM3,2013,실내(비),300,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H300_V60.jpg,0
78,르노삼성,SM3,2013,실내(비),300,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H300_V0.jpg,0
79,르노삼성,SM3,2013,실내(비),300,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H300_V45.jpg,0
80,르노삼성,SM3,2013,실내(비),75,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H75_V45.jpg,0
81,르노삼성,SM3,2013,실내(비),75,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H75_V60.jpg,0
82,르노삼성,SM3,2013,실내(비),75,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H75_V30.jpg,0
83,르노삼성,SM3,2013,실내(비),75,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H75_V0.jpg,0
84,르노삼성,SM3,2013,실내(비),75,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H75_V15.jpg,0
85,르노삼성,SM3,2013,실내(비),90,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H90_V0.jpg,0
86,르노삼성,SM3,2013,실내(비),90,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H90_V60.jpg,0
87,르노삼성,SM3,2013,실내(비),90,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H90_V15.jpg,0
88,르노삼성,SM3,2013,실내(비),90,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H90_V45.jpg,0
89,르노삼성,SM3,2013,실내(비),90,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H90_V30.jpg,0
90,르노삼성,SM3,2013,실내(비),60,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H60_V15_(1).jpg,0
91,르노삼성,SM3,2013,실내(비),60,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H60_V60_(1).jpg,0
92,르노삼성,SM3,2013,실내(비),60,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H60_V0.jpg,0
93,르노삼성,SM3,2013,실내(비),60,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H60_V45_(1).jpg,0
94,르노삼성,SM3,2013,실내(비),60,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM3_2013_실내(비)_H60_V30_(1).jpg,0
95,르노삼성,SM7,2016,16시대,165,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H165_V0.jpg,1
96,르노삼성,SM7,2016,16시대,195,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H195_V0.jpg,1
97,르노삼성,SM7,2016,16시대,135,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H135_V30.jpg,1
98,르노삼성,SM7,2016,16시대,135,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H135_V0.jpg,1
99,르노삼성,SM7,2016,16시대,15,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H15_V30.jpg,1
100,르노삼성,SM7,2016,16시대,15,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H15_V0.jpg,1
